Record Number,Common Name,Code,Latitude,Longitude,GPS certainty_meters,Locality,Elev_meters,Date,Observer,Breeding Evidence,Observation,Nest Species_Structure,Nest hgt meters,Comments,Sources,Photo,Photo Link,Scientific Name,
4495,Pied-billed Grebe,PBGR,34.4298732,-119.8473956,0,"Goleta, Carneros Creek nr Firestone Rd",5,17-May-2014,"Compton, D.",Fledgling under Parental Care,ad with 3 small dependent chicks,,,,observer,,,#REF!,
4496,Spotted Towhee,SPTO,34.42395,-119.80688,20,"Goleta, Atascadero Ck mitigation area",9,26-May-2014,"Compton, D.",Carrying Nesting Material,nest material carry,,,Flood Control mitigation area,observer,,,#REF!,
4497,Black-headed Grosbeak,BHGR,34.4251663,-119.8026129,40,"Goleta, Atascadero Ck mitigation area",6,26-May-2014,"Compton, D.",Carrying Food,food carry,boulder,,Flood Control mitigation area,observer,,,#REF!,
4498,Orange-crowned Warbler,OCWA,34.4256767,-119.8019773,20,"Goleta, Atascadero Ck",7,26-May-2014,"Compton, D.",Fledgling Begging,begging fledgling under parental care,,,,observer,,,#REF!,
4499,Lesser Goldfinch,LEGO,34.4308259,-119.8136593,20,"Goleta, Mentor Dr",8,26-May-2014,"Compton, D.",Feeding Fledgling,ad feeding fledgling,,,,observer,,,#REF!,
4500,Dark-eyed Junco,DEJU,34.5067045,-119.8196825,50,"Santa Ynez Mtns, Kinevan Rd",607,31-May-2014,"Compton, D.",Feeding Fledgling,ad feeding fledgling,,,,observer,,,#REF!,
4501,Black Phoebe,BLPH,34.5068146,-119.8254464,20,"Santa Ynez Mtns, Kinevan Rd",622,31-May-2014,"Compton, D.",Feeding Fledgling,ad feeding nestling,boulder,2,,observer,,,#REF!,
4502,Orange-crowned Warbler,OCWA,34.5070016,-119.8259319,20,"Santa Ynez Mtns, Kinevan Ranch",614,31-May-2014,"Compton, D.",Feeding Fledgling,adult feeding fledgling,,,,observer,,,#REF!,
4503,Oak Titmouse,OATI,34.507006,-119.8214566,50,"Santa Ynez Mtns, Kinevan Rd",611,31-May-2014,"Compton, D.",Feeding Fledgling,adult feeding fledgling,,,,observer,,,#REF!,
4504,Orange-crowned Warbler,OCWA,34.4495992,-119.7580747,20,"Santa Barbara, Cieneguitas nr Foothill",65,3-Jun-2014,"Compton, D.",Feeding Fledgling,adult feeding fledgling,,,,observer,,,#REF!,
4505,House Finch,HOFI,34.4497421,-119.7581338,20,"Santa Barbara, Cieneguitas nr Foothill",64,4-Jun-2014,"Compton, D.",Nestling in Nest,nestlings,building,2.5,,observer,,,#REF!,
4506,Pacific-slope Flycatcher,PSFL,34.3793073,-119.4752085,20,"Carpinteria, Rincon Ck x Bates Rd",19,6-Jun-2014,"Compton, D.",Carrying Food,2 adults carrying food,,,,observer,,,#REF!,
4507,House Finch,HOFI,34.4161104,-119.6847908,20,"Santa Barbara, El Estero Wastewater Treatment Plant",3,10-Jun-2014,"Compton, D.",Fledgling Begging,begging fledgling,,,,observer,,,#REF!,
4508,Northern Rough-winged Swallow,NRWS,34.4170156,-119.6846239,20,"Santa Barbara, El Estero Wastewater Treatment Plant",3,10-Jun-2014,"Compton, D.",Fledgling Begging,begging fledgling,,,,observer,,,#REF!,
4509,California Towhee,CALT,34.4171377,-119.6860419,20,"Santa Barbara, El Estero Wastewater Treatment Plant",3,10-Jun-2014,"Compton, D.",Fledgling Begging,begging fledgling under parental care,,,,observer,,,#REF!,
4510,Dark-eyed Junco,DEJU,34.4171501,-119.6850633,20,"Santa Barbara, El Estero Wastewater Treatment Plant",4,10-Jun-2014,"Compton, D.",Feeding Fledgling,ad feeding begging fledgling,,,,observer,,,#REF!,
4511,Orange-crowned Warbler,OCWA,34.4171694,-119.6850095,20,"Santa Barbara, El Estero Wastewater Treatment Plant",3,10-Jun-2014,"Compton, D.",Feeding Fledgling,adult feeding begging fledgling cowbird,,,,observer,,,#REF!,
4512,Brown-headed Cowbird,BHCO,34.4171694,-119.6850095,20,"Santa Barbara, El Estero Wastewater Treatment Plant",3,10-Jun-2014,"Compton, D.",Host - Brood Parasite Interaction,fledgling being fed by OCWA,,,,,,,#REF!,
4514,Bushtit,BUSH,34.4178046,-119.6852257,20,"Santa Barbara, El Estero Wastewater Treatment Plant",3,10-Jun-2014,"Compton, D.",Feeding Fledgling,adult feeding fledgling,,,,observer,,,#REF!,
4515,American Crow,AMCR,34.4187125,-119.6841125,20,"Santa Barbara, El Estero Wastewater Treatment Plant",2,10-Jun-2014,"Compton, D.",Fledgling Begging,begging fledgling,,,,observer,,,#REF!,
4516,Dark-eyed Junco,DEJU,34.4171717,-119.7069718,20,"Santa Barbara, Carrillo St nr US 101",16,20-Jun-2014,"Compton, D.",Carrying Food,adult carrying; probably fledgling begging heard,,,,observer,,,#REF!,
4517,Great Egret,GREG,34.41836,-119.82805,20,"Goleta, SoCal Gas Plant, nr Goleta Slough mouth",4,28-Jun-2014,"Compton, D.",Nestling in Nest,"2 large nestlings, 1 occupied nest, 2 nest material carry,",Eucalyptus,,,observer,,,#REF!,
4518,Double-crested Cormorant,DCCO,34.41839,-119.82829,25,"Goleta, SoCal Gas Plant, nr Goleta Slough mouth",3,28-Jun-2014,"Compton, D.",Nestling in Nest,26 nests with nestlings,Eucalyptus,,,observer,,,#REF!,
4519,California Towhee,CALT,34.454396,-119.8114141,30,"Goleta, San Jose Ck",31,28-Jun-2014,"Compton, D.",Feeding Fledgling,adult feeding fledgling,,,nr Calle Abierto,observer,,,#REF!,
4520,Orange-crowned Warbler,OCWA,34.43686,-119.76909,20,"Santa Barbara, Cieneguitas Ck nr Nogal Dr",28,5-Jul-2014,"Compton, D.",Feeding Fledgling,adult feeding fledgling,,,,observer,,,#REF!,
4521,Yellow Warbler,YEWA,34.4465273,-119.7579845,50,"Santa Barbara, Vie Diego",55,5-Jul-2014,"Compton, D.",Feeding Fledgling,adult feeding fledgling,,,,observer,,,#REF!,
4522,Brown-headed Cowbird,BHCO,34.4224118,-119.6600479,50,"Santa Barbara, Andree Clark Bird Refuge",2,19-Jul-2014,"Compton, D.",Host - Brood Parasite Interaction,ad Song Sparrow feeding fledgling,,,,observer,,,#REF!,
4523,Song Sparrow,SOSP,34.42245,-119.6600479,50,"Santa Barbara, Andree Clark Bird Refuge",3,19-Jul-2014,"Compton, D.",Feeding Fledgling,adult feeding Brown-headed Cowbird fledgling,,,,observer,,,#REF!,
4524,House Finch,HOFI,34.4499819,-119.758294,10,"Santa Barbara, Cieneguitas nr Foothill",64,19-Jul-2014,"Compton, D.",Feeding Fledgling,ad feeding fledgling,,,,observer,,,#REF!,
4525,Northern Mockingbird,NOMO,34.4197286,-119.6948817,20,"Santa Barbara, E Cota St",7,24-Jul-2014,"Compton, D.",Nestling in Nest,2 large nestlings,Coast Live Oak,5,,observer,,,#REF!,
4526,White-crowned Sparrow,WCSP,34.69058,-120.60059,40,"N VAFB, Santa Ynez River Estuary",5,10-Aug-2014,"Compton, D.",Fledgling Begging,"Adult with begging fledgling, but neither food delivery nor fledgling were ever seen.",,,"Ocean Beach Parking Lot. With Holmgren, M.",S19394476,,,#REF!,
4527,Band-tailed Pigeon,BTPI,34.44266,-119.85161,10,"Goleta, Lake Los Carneros",22,23-Mar-2017,"Schneekloth, P.",Adult at Nest (clarify),Adult on Nest,Coast Live Oak,5,,,https://goo.gl/JwCqAK,https://goo.gl/JwCqAK,#REF!,
4528,Anna's Hummingbird,ANHU,34.44339,-119.85077,10,"Goleta, Lake Los Carneros",20,23-Mar-2017,"Schneekloth, P.",Adult at Nest (clarify),Adult on Nest,Coast Live Oak,7,,,https://goo.gl/QJjdjy,https://goo.gl/QJjdjy,#REF!,
4529,Belding's Savannah Sparrow,BSSP,34.418,-119.83619,10,"Goleta Slough, Area A",1,20-May-1998,"Knowlton, A.",Nestling in Nest,"Nest with 3 nestlings, it was",Shore Grass,0,"Nearby locally rare plants include Limonium californicum, Arthrocnemum subterminalis, Suaeda taxifolia, Atriplex watsonii. With Fink, B. and Bray, K.",CCBER Field Note Archive,,,#REF!,
4530,Violet-green Swallow,VGSW,34.69411,-120.0414,1000,"Santa Ynez Valley, Sedgwick Ranch",336,21-May-1995,"Holmgren, M.",Cavity Nester Attending Cavity,"entering nest cavity, south-facing. No sounds of nestlings.",Valley Oak,,,Sedgwick 21 May 1995.pdf,,,#REF!,
4531,Allen's Hummingbird,ALHU,34.42354,-119.89325,0,"Ellwood, Devereux Creek nr Coronado",9,22-Mar-2017,"O'Loghlen, A.",Adult at Nest (clarify),Female sitting in nest,Eucalyptus,6,"Kincaid, G. present",,https://goo.gl/As6UcU,https://goo.gl/As6UcU,#REF!,
4532,Northern Flicker,NOFL,34.53348,-120.06207,50,"Santa Ynez Mtns, Refugio Summit",688,30-Apr-1995,"Holmgren, M.",Cavity Nester Attending Cavity,"entering nest cavity, no food in bill",oak,2.43,dead oak,"Hwy 1, Refugio, Nojoqui 30 April 1995.pdf",,,#REF!,
4533,Oak Titmouse,OATI,34.53466,-120.06232,75,"Santa Ynez Mtns, 0.1 mi N of Refugio Summit",676,30-Apr-1995,"Holmgren, M.",Delivering Food to Nest or Cavity,"nest in dead oak, NW-facing, nestlings calling, both parents delivering food to cavity.",oak,2.1,dead oak,"Hwy 1, Refugio, Nojoqui 30 April 1995.pdf",,,#REF!,
4534,Dark-eyed Junco,DEJU,34.53985,-120.06723,150,"Santa Ynez Mtns, S. Refugio Rd",575,30-Apr-1995,"Holmgren, M.",Feeding Fledgling,pair adults tending and feeding at least 1 fledgling.,,,,"Hwy 1, Refugio, Nojoqui 30 April 1995.pdf",,,#REF!,
4535,Orange-crowned Warbler,OCWA,34.54001,-120.06729,150,"Santa Ynez Mtns, S. Refugio Rd",573,30-Apr-1995,"Holmgren, M.",Feeding Fledgling,"adult feeding 1 nestling, possibly 2.",,,,"Hwy 1, Refugio, Nojoqui 30 April 1995.pdf",,,#REF!,
4536,House Wren,HOWR,34.56049,-120.08563,100,"Santa Ynez Valley, Quiota Ck",192,30-Apr-1995,"Holmgren, M.",Nestling in Nest,"nestlings calling, adult tending",Western Sycamore,5.5,NE-facing cavity.  Between first and second wet road crossing N of the SYR,"Hwy 1, Refugio, Nojoqui 30 April 1995.pdf",,,#REF!,
4537,Northern Flicker,NOFL,34.53392,-120.17667,60,Nojoqui Falls County Park,220,30-Apr-1995,"Holmgren, M.",Cavity Nester Attending Cavity,adult entering,Western Sycamore,4.5,,"Hwy 1, Refugio, Nojoqui 30 April 1995.pdf",,,#REF!,
4538,European Starling,EUST,34.53402,-120.17635,60,Nojoqui Falls County Park,219,30-Apr-1995,"Holmgren, M.",Delivering Food to Nest or Cavity,nestlings being fed,Western Sycamore,10.6,,"Hwy 1, Refugio, Nojoqui 30 April 1995.pdf",,,#REF!,
4539,European Starling,EUST,34.53379,-120.17613,60,Nojoqui Falls County Park,220,30-Apr-1995,"Holmgren, M.",Delivering Food to Nest or Cavity,nestlings being fed,Western Sycamore,4.5,,"Hwy 1, Refugio, Nojoqui 30 April 1995.pdf",,,#REF!,
4540,House Wren,HOWR,34.53371,-120.17611,60,Nojoqui Falls County Park,221,30-Apr-1995,"Holmgren, M.",Delivering Food to Nest or Cavity,carrying food to broken limb face,Western Sycamore,6.1,,"Hwy 1, Refugio, Nojoqui 30 April 1995.pdf",,,#REF!,
4542,Downy Woodpecker,DOWO,34.41476,-119.54019,5,"Carpinteria, near Foothill Rd",18,26-Mar-2017,"Kincaid, G.",Visiting Probable Nest Site,Male seen entering cavity,agave,4,dead agave,,https://goo.gl/UO5pAV,https://goo.gl/UO5pAV,#REF!,
4543,Ruddy Duck,RUDU,34.69159,-120.5989668,100,"N VAFB, Santa Ynez River Estuary",2,12-Jun-2015,"Compton, D.",Fledgling under Parental Care,2 small ducklings,,,"With Marantz, C.",Observer,,,#REF!,
4544,Gadwall,GADW,34.69187,-120.5984349,400,"N VAFB, Santa Ynez River Estuary",2,7-Jun-2015,"Edell, T.",Fledgling under Parental Care,adult with 10 ducklings,,,"With Smith, M.",Observer,,,#REF!,
4545,Clark's Grebe,CLGR,34.69246,-120.59814,75,"N VAFB, Santa Ynez River Estuary",2,12-Jun-2015,"Compton, D.",Fledgling under Parental Care,"adult with chick. On 27 June 2015, Chavez observed two separate adult birds feeding single begging young. ",,,"With Marantz, C.",Observer,,,#REF!,
4546,Western Grebe,WEGR,34.6925,-120.59814,75,"N VAFB, Santa Ynez River Estuary",2,12-Jun-2015,"Compton, D.",Fledgling under Parental Care,"adult with chick. On 27 June 2015, Chavez observed one adult feeding one begging young near the island",,,"With Marantz, C.",Observer,,,#REF!,
4547,Clark's Grebe,CLGR,34.69195,-120.59789,300,"N VAFB, Santa Ynez River Estuary",2,17-Jul-2013,"Edell, T.",Fledgling under Parental Care,pair with 3 back-riding chicks,,,,observer,,,#REF!,
4548,Redhead,REDH,34.69214,-120.5978,0,"N VAFB, Santa Ynez River Estuary",2,17-Jul-2013,"Edell, T.",Fledgling under Parental Care,female with up to 4 large ducklings,,,present at least through 24 August 2013. ,observer and BOSB,,,#REF!,
4549,Gadwall,GADW,34.96436,-120.59595,400,"Guadalupe, pasture pond W of sewage treatment plant",16,27-Jun-2012,"Fritz, W.",Fledgling under Parental Care,5 ducklings,,,,observer,,,#REF!,
4550,Gadwall,GADW,34.96531,-120.59595,400,"Guadalupe, pasture pond W of sewage treatment plant",16,27-Jun-2012,"Fritz, W.",Fledgling under Parental Care,7 ducklings,,,,observer,,,#REF!,
4551,Common Yellowthroat,COYE,34.67731,-120.54869,20,Santa Ynez River E of Renwick Rd,9,4-Jul-2012,"Compton, D.",Fledgling Begging,begging fledgling,,,,observer,,,#REF!,
4552,House Finch,HOFI,34.67764,-120.54803,40,Santa Ynez River E of Renwick Rd,9,4-Jul-2012,"Compton, D.",Fledgling Begging,2 begging fledglings w pin feathers on head,,,,observer,,,#REF!,
4553,European Starling,EUST,34.67753,-120.54765,40,Santa Ynez River E of Renwick Rd,10,4-Jul-2012,"Compton, D.",Carrying Food,food carry,,,,observer,,,#REF!,
4554,Black Phoebe,BLPH,34.67839,-120.54577,20,Santa Ynez River E of Renwick Rd,10,4-Jul-2012,"Compton, D.",Fledgling under Parental Care,begging fledgling under parental care,,,,observer,,,#REF!,
4555,Green Heron,GRHE,34.77749,-120.5034,30,"N VAFB, San Antonio Ck nr Hwy 1",57,26-Jul-2013,"Ball, M.",Nest in Use (clarify),active nest,bur-reed,1.2,,observer,,,#REF!,
4556,Swainson's Thrush,SWTH,34.58775,-120.49307,100,"Lompoc, Miguelito Canyon Rd",241,6-May-2012,"Ross, P.",Carrying Nesting Material,pair carrying nesting material,,,,observer,,,#REF!,
4557,Dark-eyed Junco,DEJU,34.59292,-120.4698,30,"Lompoc, Miguelito County Park",128,4-Jul-2012,"Compton, D.",Feeding Fledgling,adult feeding fledgling,,,,observer,,,#REF!,
4558,Yellow Warbler,YEWA,34.76619,-120.46755,20,"N VAFB, San Antonio Ck, Barka Slough",88,29-May-2016,"Compton, D.",Feeding Fledgling,Female feedling fledgling,,,,Observer,,,#REF!,
4559,American Avocet,AMAV,34.92995,-120.46255,150,"Santa Maria, A St",52,27-Jun-2012,"Fritz, W.",Fledgling under Parental Care,chick with adult,,,at Battles St,observer,,,#REF!,
4560,Allen's Hummingbird,ALHU,34.98403,-120.43754,300,"Santa Maria, Preisker Park",63,9-Mar-2013,"Chavez, J.",Nest Building,Female building nest,Coast Redwood,,,observer,,,#REF!,
4561,Say's Phoebe,SAPH,34.91734,-120.41915,30,"Santa Maria, Crossroads Shopping Center",81,3-Jun-2012,"Chavez, J.",Nestling in Nest,"pair, nest with nestlings",building,4,,observer,,,#REF!,
4562,Pacific-slope Flycatcher,PSFL,34.74959,-120.29018,40,"Los Alamos, Bell St x San Antonio Ck",169,16-May-2013,"Greaves, J.",Egg in Nest,nest w 3 eggs,willow,1,,observer,,,#REF!,
4563,Barn Swallow,BARS,34.7445,-120.2799,50,Los Alamos,172,7-Jun-2013,"van Dam, W.",Nestling in Nest,2 nests with nestlings,,,nr Ferini Park,observer,,,#REF!,
4564,Black Phoebe,BLPH,34.50425,-120.22566,30,Gaviota Hot Springs trailhead,114,4-Jul-2012,"Compton, D.",Feeding Fledgling,adult feeding fledgling,,,,observer,,,#REF!,
4565,Brown-headed Cowbird,BHCO,34.58933,-120.16505,20,Solvang x Santa Ynez River,132,10-May-2013,"Compton, D.",Host - Brood Parasite Interaction,fledgling fed by Female COYE,,,,observer,,,#REF!,
4566,Common Yellowthroat,COYE,34.58929,-120.16505,20,Solvang x Santa Ynez River,132,10-May-2013,"Compton, D.",Feeding Fledgling,Female feeding BHCO fledgling,,,,observer,,,#REF!,
4567,California Quail,CAQU,34.59181,-120.15778,40,Solvang x Santa Ynez River,105,22-Jun-2013,"Compton, D.",Fledgling under Parental Care,2 adult w/12 juveniles,,,,observer,,,#REF!,
4568,Great-tailed Grackle,GTGR,34.5901,-120.15723,20,Solvang Wastewater Treatment Plant,111,22-Jun-2013,"Compton, D.",Feeding Fledgling,adult Female feeding 2 fledglings,,,,observer,,,#REF!,
4569,Great-tailed Grackle,GTGR,34.59161,-120.15721,20,Solvang x Santa Ynez River,104,10-May-2013,"Compton, D.",Carrying Food,long distance food carry,,,,observer,,,#REF!,
4570,Mourning Dove,MODO,34.59159,-120.15681,30,Solvang x Santa Ynez River,105,22-Jun-2013,"Compton, D.",Egg in Nest,nest w 2 eggs,willow,1,,observer,https://goo.gl/c2FpbZ,https://goo.gl/c2FpbZ,#REF!,
4571,California Towhee,CALT,34.59063,-120.15634,30,Solvang x Santa Ynez River,106,25-May-2013,"Compton, D.",Fledgling Begging,begging fledgling,,,,observer,,,#REF!,
4572,House Finch,HOFI,34.59063,-120.15634,30,Solvang x Santa Ynez River,106,25-May-2013,"Compton, D.",Fledgling Begging,begging fledgling,,,,observer,,,#REF!,
4573,House Finch,HOFI,34.58583,-120.14393,20,Solvang x Santa Ynez River,116,23-Apr-2013,"Compton, D.",Feeding Fledgling,adult male feeding fledgling,,,,observer,,,#REF!,
4574,Bushtit,BUSH,34.58557,-120.14325,20,Solvang x Santa Ynez River,115,10-May-2013,"Compton, D.",Feeding Fledgling,family group feeding fledgling,,,,observer,,,#REF!,
4575,Black Phoebe,BLPH,34.58335,-120.14137,10,Solvang x Santa Ynez River,111,7-Jun-2013,"Compton, D.",Nestling in Nest,4 nestlings,rock face,1.5,,observer,https://goo.gl/ij7Rf3,https://goo.gl/ij7Rf3,#REF!,
4576,Red-shouldered Hawk,RSHA,34.58545,-120.1411,10,"Santa Ynez River, at Alisal Rd",119,7-Jun-2013,"Compton, D.",Adult at Nest (clarify),adult at nest,Fremont Cottonwood,10,,observer,,,#REF!,
4577,Northern Rough-winged Swallow,NRWS,34.58525,-120.13279,10,"Santa Ynez River, at Alisal Rd",120,23-Apr-2013,"Compton, D.",Cavity Nester Attending Cavity,adult entering bridge weep hole,bridge,10,at Santa Ynez River,observer,,,#REF!,
4578,Steller's Jay,STJA,34.56243,-120.08866,300,"Santa Ynez Valley, Quiota Ck",183,23-Jun-2013,"van Dam, W.",Feeding Fledgling,adult feeding fledgling,,,,observer,,,#REF!,
4579,European Starling,EUST,34.46891,-120.06932,20,"Gaviota Coast, Refugio Rd 1st and 2nd stream Xings",14,10-May-2015,"Compton, D.",Carrying Nesting Material,nest material carry (feather),,,first creek crossing,Observer,,,#REF!,
4580,Black Phoebe,BLPH,34.46825,-120.06927,20,"Gaviota Coast, Refugio Rd 1st and 2nd stream Xings",10,15-May-2016,"Compton, D.",No suitable category,fledgling,,,"adult not seen, but individual was pretty young, with yellow around gape",Observer,,,#REF!,
4581,Oak Titmouse,OATI,34.46963,-120.06898,20,"Gaviota Coast, Refugio Rd 1st and 2nd stream Xings",18,15-May-2016,"Compton, D.",Feeding Fledgling,adult feeding fledgling,,,,Observer,,,#REF!,
4582,Black Phoebe,BLPH,34.47133,-120.06865,20,"Gaviota Coast, Refugio Rd",21,15-May-2016,"Compton, D.",No suitable category,2 fledglings,,,ad nearby,Observer,,,#REF!,
4583,Bushtit,BUSH,34.47186,-120.06841,20,"Gaviota Coast, Refugio Rd",21,10-May-2015,"Compton, D.",Feeding Fledgling,adult feeding fledgling,,,,Observer,,,#REF!,
4584,Warbling Vireo,WAVI,34.50127,-120.06654,20,"Gaviota Coast, Refugio Rd",93,15-May-2016,"Compton, D.",Carrying Nesting Material,adult carrying nesting material,,,"male singing very nearby. With Pollock, B., Pollock, D.  2.5 mi N of US 101",Observer,,,#REF!,
4585,Yellow Warbler,YEWA,34.50448,-120.06562,20,"Gaviota Coast, Refugio Rd",109,10-May-2015,"Compton, D.",Carrying Nesting Material,Female carrying nesting material (twig),,,2.7 air mi N hwy 101,Observer,,,#REF!,
4586,Canyon Wren,CANW,34.50452,-120.06557,20,"Gaviota Coast, Refugio Rd",110,10-May-2015,"Compton, D.",No suitable category,2 fledglings,,,,Observer,,,#REF!,
4587,Black-chinned Hummingbird,BCHU,34.50591,-120.06527,20,"Gaviota Coast, Refugio Rd",126,10-May-2015,"Compton, D.",Carrying Nesting Material,Female carrying nesting material (fluff),,,,Observer,,,#REF!,
4588,Vermilion Flycatcher,VEFL,34.63522,-120.0583,50,"Santa Ynez, Baseline Rd",211,16-Jun-2013,"Coulter, R.",Feeding Fledgling,pair feeding 2 fledglings,,,With others,observer,,,#REF!,
4589,Say's Phoebe,SAPH,34.69302,-120.0401,200,"Santa Ynez Valley, Sedgwick Reserve",333,20-Apr-2013,"Ballard, L.",Adult at Nest (clarify),adult on nest,,,,observer,,,#REF!,
4590,Northern Pygmy-Owl,NOPO,34.73405,-119.98615,200,"Figueroa Mtn, Figueroa Campground",1056,19-May-2013,"Gaede, P.",Carrying Food,adult carrying prey,,,With others,observer,,,#REF!,
4591,Red-breasted Nuthatch,RBNU,34.73402,-119.98615,200,"Figueroa Mtn, Figueroa Campground",1057,19-May-2013,"Gaede, P.",Feeding Fledgling,adults feeding fledgling,,,With others,observer,,,#REF!,
